55.47206744001,10.3222990036
55.47117349502,10.32325387001
55.47094848526,10.32386541367
55.47100929884,10.32409071922
55.47195797845,10.32309293747
55.47198230327,10.32317340374
55.47102754289,10.32417118549
55.47115525103,10.32465398312
55.47209632565,10.32362803817
55.47211836994,10.3236964345
55.47117957634,10.32472908497
55.47132704824,10.32512873411
55.47224227382,10.32413631678
55.47227343977,10.32422080636
55.47137417831,10.32521724701
55.47155661678,10.32566785812
55.47195189724,10.32532453537
55.47207960239,10.32563567162
55.47293095946,10.32484173775
55.4725296077,10.32368302345 
